update_date,open,high,low,close,amt,volume,position_all
2015/4/15,398.55,399.78,386.31,387.31,0,1304300,4114436
2015/4/16,387.19,400.22,387.19,395.41,0,1092100,3964324
2015/4/17,387.52,401.22,387.52,394.5,0,1239700,3909322
2015/4/20,393.68,397.54,386.72,387.64,0,1549100,4170244
2015/4/21,387.13,390.09,378.91,388.22,0,1513800,4264128
2015/4/22,389.06,399.74,386.25,399.74,0,1409000,4197882
2015/4/23,403.38,406.51,395.36,399.92,0,1876900,3925660
2015/4/24,403.64,418.2,403.31,418.18,0,2574200,3687936
2015/4/27,421.04,435.14,421.04,434.42,0,3116100,3614160
2015/4/28,433.65,436.9,423.18,427.54,0,2439400,3512012
2015/4/29,427.56,429.61,413.25,413.32,0,1988300,3496426
2015/4/30,409.71,419.86,407.22,413.83,0,2484100,3329008
2015/5/4,416.98,427.66,410.55,424.89,0,1570200,3335774
2015/5/5,427.72,436.19,424.29,433.65,0,2696400,3310054
2015/5/6,434.87,447.72,433.03,445.42,0,3087500,3201558
2015/5/7,444.3,446.97,431.18,434.2,0,2720700,3197796
2015/5/8,434.63,443.44,428.27,436.8,0,3575100,3115140
2015/5/11,438.91,446.14,437.86,441.82,0,2907800,3141724
2015/5/12,436.94,436.94,436.94,436.94,0,2605700,3184952
2015/5/13,429,429,429,429,0,2486400,3182716
2015/5/14,429.87,431.09,418.69,421.73,0,3094100,3265086
2015/5/15,422.59,427.72,415.95,427.39,0,2847600,3274076
2015/5/18,426.4,429.47,422.53,422.66,0,1622500,3343048
2015/5/19,421.79,423.51,415.72,416.64,0,1764900,3309436
2015/5/20,415.58,416.71,409.55,414.04,0,2161100,3208470
2015/5/21,416.37,425.24,414.04,422.79,0,2292900,3209392
2015/5/22,423.11,423.8,413.89,422.65,0,2074800,3152142
2015/5/25,422.21,429.43,417.6,428.94,0,2249800,3211608
2015/5/26,429.71,439.04,428.5,432.33,0,3178800,3142796
2015/5/27,432.16,432.33,429.8,431.78,0,2042600,3148254
2015/5/28,431.77,435.38,426.73,429.14,0,2120900,3062658
2015/5/29,427.39,432.23,420.44,431.23,0,2623800,2951626
2015/6/1,430.88,441.39,430.88,440.49,0,2469100,2951746
2015/6/2,441.26,444.33,435.19,440.52,0,2304200,2898680
2015/6/3,440.97,442.58,433.21,433.64,0,1924500,2934388
2015/6/4,433.78,440.37,431.68,439.87,0,2028600,2872936
2015/6/5,440.09,441.24,432.63,435.3,0,1658100,2907502
2015/6/8,436.13,436.13,429.69,432.39,0,982200,2940854
2015/6/9,431.57,438.2,429.52,431.72,0,1548400,2911234
2015/6/10,432.7,448.28,432.7,448.27,0,2472400,3036054
2015/6/11,449.52,455,445.38,452.05,0,3141500,3062734
2015/6/12,450.9,451.85,441.7,442.48,0,2741600,3399886
2015/6/15,442.46,447.54,442.46,444.87,0,1579900,3518054
2015/6/16,443.8,444.24,431.85,432.57,0,2273500,3792002
2015/6/17,432.53,433.39,420.38,420.68,0,2994800,3867120
2015/6/18,421.37,429.74,419.89,425.87,0,2195400,3840488
2015/6/19,426.46,430.05,424.51,428.18,0,1148700,3710100
2015/6/23,427.23,428.87,422.29,427.86,0,765700,3787018
2015/6/24,428.68,441.34,427.88,440.83,0,2170100,3909366
2015/6/25,440.83,441.63,431.96,432.06,0,1699800,3983250
2015/6/26,431.6,434.44,425.94,431.9,0,1896900,3925296
2015/6/29,431.49,432.3,424.16,424.16,0,1830600,3914932
2015/6/30,423.92,423.92,410.42,410.42,0,2238200,3466158
2015/7/1,409.98,412.4,405.08,405.91,0,1783300,3580144
2015/7/2,405.8,411.96,401.98,410.25,0,2017100,3474678
2015/7/3,407.04,412.39,396.84,401.79,0,3040700,3513842
2015/7/6,400.19,400.19,388,388,0,1799300,3780522
2015/7/7,380.99,380.99,369.06,369.06,0,2274400,3519026
2015/7/8,358.67,358.67,340.81,341.15,0,3766700,3072010
2015/7/9,332.84,372.18,330.48,362.19,0,4581500,2836100
2015/7/10,364.71,370.28,358.56,359.77,0,3921300,2946252
2015/7/13,362.09,366.76,353.7,358.09,0,3032900,2915764
2015/7/14,360.72,368.56,358.76,362.42,0,2490900,2962084
2015/7/15,363.25,367.04,357.99,361.56,0,2171100,3004102
2015/7/16,360.51,363.1,353.92,358.61,0,2713500,3004632
2015/7/17,357.56,361.54,355.27,360.07,0,1661000,2999844
2015/7/20,357.59,372.31,357.59,372.05,0,2706200,3184302
2015/7/21,373.16,379.74,369.86,371.91,0,2613400,3259958
2015/7/22,371.54,373.99,358.82,360.62,0,2770600,3295192
2015/7/23,360.32,367.23,357.56,363.64,0,2134800,3276482
2015/7/24,363.52,365.78,357.82,360.3,0,2522100,3253436
2015/7/27,360.93,370.34,360.93,365.7,0,3187700,3205404
2015/7/28,365.16,377.06,359.34,371.44,0,3929600,3181342
2015/7/29,372.28,380.63,372.28,380.21,0,3411800,3254096
2015/7/30,383.62,384.36,372.33,374.08,0,3316700,3270414
2015/7/31,373.11,380.94,371.26,377.94,0,2922000,3304138
2015/8/3,378.29,387.83,375.46,375.86,0,4750600,3355700
2015/8/4,375.89,381.12,373.76,380.07,0,3040000,3191814
2015/8/5,381.85,389.84,381.74,389.34,0,3960000,3155046
2015/8/6,390.32,390.32,384.36,385.01,0,2748100,3289452
2015/8/7,384.44,386.1,376.76,381.92,0,2769200,3383804
2015/8/10,380.66,381.54,375.9,379.46,0,2045000,3328072
2015/8/11,379.97,390.21,379.23,380.93,0,3387800,3304818
2015/8/12,379.37,385.67,377.48,384.88,0,2914900,3189602
2015/8/13,386.01,395.24,386.01,394.22,0,3876600,3093900
2015/8/14,394.43,394.79,388.85,390.99,0,2183200,3084622
2015/8/17,391.28,391.28,386.14,386.7,0,2498500,3205606
2015/8/18,386.17,392.35,386.16,389.66,0,2221600,3165064
2015/8/19,388.52,390.11,375.66,381.5,0,3518700,3036392
2015/8/20,381,383.62,376.2,380.09,0,2554300,3146304
2015/8/21,381.13,383.84,378.4,382.38,0,1942000,3170344
2015/8/24,382.25,382.25,364.6,364.68,0,2832000,3187814
2015/8/25,361.29,368.08,358.37,362.52,0,3593600,2856302
2015/8/26,369.81,375.99,362.66,363.13,0,2500100,2897388
2015/8/27,362.98,372.34,361.08,372.19,0,2105600,2834854
2015/8/28,372.71,381.09,370.82,380.88,0,1644900,3079104
2015/8/31,383.34,391.76,379.85,387.23,0,3069000,3125292
2015/9/1,385.9,392.81,382.15,386.21,0,3023800,3117886
2015/9/2,385.67,390.26,383.77,388.67,0,1843300,2982782
2015/9/7,390.03,390.54,379.74,381.21,0,1853400,3217782
2015/9/8,382.46,386.11,375.71,385.67,0,2517300,3149528
2015/9/9,388.03,399.19,385.65,395.31,0,4935000,3140300
2015/9/10,394.43,410.24,392.52,406.67,0,5088000,3178986
2015/9/11,405.66,413.79,401.74,403.6,0,4240500,3254686
2015/9/14,402.97,407.11,397.23,397.66,0,2994700,3318998
2015/9/15,396.73,400.11,388.29,389.22,0,2910300,3412610
2015/9/16,389.73,395.93,387.75,393.63,0,3546700,3294866
2015/9/17,393.69,395.47,388.44,390.02,0,3476400,3368958
2015/9/18,390.5,391.58,383.68,384.53,0,2497500,3384542
2015/9/21,383.66,390.13,383.66,386.81,0,2428000,3546532
2015/9/22,386.89,388.35,376.93,379.64,0,2887500,3674534
2015/9/23,378.15,379.65,367.74,374.14,0,3836700,3510512
2015/9/24,373.79,375.86,370.92,372.66,0,1605500,3522526
2015/9/25,371.43,380.27,369.22,375.94,0,3455100,3460912
2015/9/28,374.96,374.96,360.72,361.6,0,2361600,3620206
2015/9/29,359.04,364.23,354.31,359.94,0,2597400,3356724
2015/9/30,361.38,362.07,357.47,358.54,0,1102400,3381110
2015/10/8,363.84,371.71,361.2,365.85,0,1612400,3365902
2015/10/9,365.89,384.61,364.94,382.82,0,2932700,3317046
2015/10/12,381.99,381.99,369.67,371.44,0,3364800,3347116
2015/10/13,370.41,370.81,363.51,368.33,0,2509400,3462060
2015/10/14,367.86,372.53,366.17,367.62,0,2379500,3603608
2015/10/15,368.14,371.36,365.83,367.53,0,2188300,3608138
2015/10/16,366.25,367.31,360.53,360.91,0,2942900,3636366
2015/10/19,361.34,365.65,361,362.72,0,2467200,3893436
2015/10/20,361.55,367.46,361.28,362.97,0,2395300,3893850
2015/10/21,362.99,365.02,356.87,357.25,0,2929800,3995282
2015/10/22,356.46,362.33,354.85,358.94,0,2262200,3936342
2015/10/23,359.07,361.48,355.76,361.48,0,2011600,3863038
2015/10/26,362.33,362.33,356.04,356.37,0,2071800,3897258
2015/10/27,356.57,358.7,351.09,355.79,0,2811600,3938148
2015/10/28,355.66,356.96,347.76,348.88,0,2537000,3807588
2015/10/29,349.05,350.7,346.76,349.3,0,2605500,3749690
2015/10/30,350.28,355.34,349.26,353.27,0,3116900,3834824
2015/11/2,353.23,353.68,349.69,350.39,0,2127800,3691172
2015/11/3,349.64,349.99,337.95,341.35,0,4088500,3729234
2015/11/4,340.96,345.61,340.15,344.61,0,2481400,3802920
2015/11/5,344.83,349.03,340.35,340.35,0,2765200,3720668
2015/11/6,338.77,344.07,337.56,342.12,0,2703300,3743224
2015/11/9,341.56,345.09,339.22,342.66,0,2675900,3760394
2015/11/10,343.13,344.41,339.11,341.25,0,1727100,3691300
2015/11/11,341.24,342.23,337.91,338,0,1402800,3803600
2015/11/12,337.97,340.61,335.81,337.47,0,1903000,3976132
2015/11/13,337.24,342.41,336.47,339.53,0,1972500,3923942
2015/11/16,338.85,342.69,334.43,335.43,0,2146100,3834790
2015/11/17,336.01,336.5,328.48,329.32,0,2920200,3760726
2015/11/18,328.69,329.78,324.44,326.94,0,2126800,3906252
2015/11/19,326.67,326.86,314.22,317.56,0,3103200,3959708
2015/11/20,316.83,321.43,315.33,317.42,0,2682300,3989514
2015/11/23,317.5,318.39,313.07,313.3,0,2453200,3896314
2015/11/24,313.78,316.19,308.91,313.28,0,3481300,3868976
2015/11/25,311.89,317.51,310.84,315.26,0,2825400,4004706
2015/11/26,314.03,327.22,312,314.35,0,4589100,3964572
2015/11/27,314.29,315.71,310.65,311.75,0,1946200,4031044
2015/11/30,311.44,311.44,302.3,302.97,0,2571600,4039106
2015/12/1,302.44,303.12,298.06,299.32,0,2336200,4135242
2015/12/2,296.01,300.34,294.17,297.09,0,4341500,4148120
2015/12/3,296.02,299.67,293.01,293.95,0,2714400,4076542
2015/12/4,293.66,295.76,287.72,291.39,0,3501800,4053428
2015/12/7,291.82,296.52,290.73,294.74,0,2493900,4119008
2015/12/8,293.91,294.64,286.91,287.93,0,2030300,3842334
2015/12/9,287.25,290.58,285.62,287.58,0,1548600,3951356
2015/12/10,287.83,289.98,282.58,284.38,0,2151100,3911290
2015/12/11,284.79,288.8,283.26,288.11,0,2111600,3966734
2015/12/14,288.23,294.03,286.26,291.31,0,2922600,4002916
2015/12/15,290.97,298.82,289.67,289.67,0,3843800,3999710
2015/12/16,289.64,294.29,288.41,293.73,0,1958200,3927158
2015/12/17,294.4,296.87,292.74,293.67,0,2752300,4007654
2015/12/18,293.93,302.33,293.7,300.87,0,2887900,4102392
2015/12/21,301.77,311.31,301.77,309.9,0,4384500,4282446
2015/12/22,309.57,311.32,304.41,309.35,0,3276900,4398378
2015/12/23,308.57,309.41,303.25,304.43,0,2462100,4295114
2015/12/24,304.93,309.78,304.21,306.12,0,2561200,4163990
2015/12/25,306.04,307.57,305.07,306.29,0,1045800,4165288
2015/12/28,306.18,311.18,305.07,309.7,0,2646200,4104556
2015/12/29,310.2,316.34,308.93,315.81,0,3514200,4020628
2015/12/30,315.74,324.3,315.36,320.46,0,3653100,3880760
2015/12/31,320.11,328.73,318.6,321.09,0,4048600,3791154
2016/1/4,324.16,326.6,318.48,320.42,0,3263300,3586606
2016/1/5,324.54,324.61,318.22,323.27,0,2786400,3693912
2016/1/6,323.13,324.24,315.13,317.14,0,3084100,3628536
2016/1/7,316.56,321.72,315.77,318.4,0,2538700,3594500
2016/1/8,317.8,317.8,309.43,310.37,0,2974800,3407424
2016/1/11,309.97,309.97,302.95,303.45,0,2443900,3353664
2016/1/12,303.89,305.02,297.33,298.2,0,2068600,3425412
2016/1/13,298.89,303.9,296.36,298.51,0,2138400,3302586
2016/1/14,299.38,302.89,296.15,302.68,0,2548300,3359488
2016/1/15,302.78,308.64,301.83,304.04,0,3116400,3677178
2016/1/18,303.89,318.68,303.89,316.14,0,4469000,3919586
2016/1/19,316.08,320.45,314.03,319.02,0,2477700,3933018
2016/1/20,318.52,319.43,310.46,310.95,0,2269800,3819228
2016/1/21,310.37,313.34,308.38,310.75,0,2569000,3884926
2016/1/22,309.96,320.26,309.39,312.28,0,4111000,4224170
2016/1/25,313.03,316.13,309.43,310.26,0,2772100,4357980
2016/1/26,309.47,315.71,307.07,314.81,0,2685800,4341224
2016/1/27,315.81,322.62,314.91,321.14,0,3607500,4430642
2016/1/28,320.89,323.21,315.01,315.52,0,3570900,4084130
2016/1/29,315.92,319,315.04,317.84,0,2529300,3925820
2016/2/1,318.72,325.79,318.72,321.44,0,3703000,3685460
2016/2/2,322.28,324.71,319.78,322.02,0,2855500,3263444
2016/2/3,323.51,327.06,320.93,325.51,0,2372500,3064700
2016/2/4,326.01,337.34,326.01,336.6,0,3726900,2988640
2016/2/5,336.59,336.59,328.65,331.19,0,1904400,2846758
2016/2/15,326.29,337.36,326.1,334.91,0,1608100,3101820
2016/2/16,335.83,336.89,332.79,334.14,0,1753400,3231168
2016/2/17,334.65,338.5,332.87,333.9,0,2537000,3211774
2016/2/18,334.61,338.99,332.5,338.49,0,2620200,3301696
2016/2/19,339.38,348.11,337.85,346.33,0,3689700,3458636
2016/2/22,346.17,359.17,346.17,358.84,0,3089100,3750888
2016/2/23,362.18,371.76,357.08,360.61,0,5420400,3564150
2016/2/24,360.63,366.72,359.22,364.71,0,4997400,3570778
2016/2/25,363.6,368.76,359.62,362.28,0,4723100,3654434
2016/2/26,361.89,362.86,353.21,356.98,0,4437000,3571738
2016/2/29,357.81,362.72,353.69,362.72,0,4782300,3782018
2016/3/1,363.87,374.17,361.23,369.8,0,6945700,3842222
2016/3/2,370.2,379.67,370.2,378.1,0,5772400,3699206
2016/3/3,379.74,384.01,373.75,375.73,0,4856300,3602362
2016/3/4,376.08,388.59,372.07,387.93,0,7288100,3453314
2016/3/7,388.13,398.77,388.13,398.74,0,2809300,3417488
2016/3/8,414.64,414.84,406.33,413.99,0,3381200,3165764
2016/3/9,420.37,420.37,395.33,408.9,0,9776100,2696410
2016/3/10,410.58,431.03,410.56,422.35,0,10458600,3184752
2016/3/11,417.62,424.59,407.55,411.26,0,6957800,3131914
2016/3/14,405.49,436.15,404.91,405.72,0,7564800,3288170
2016/3/15,402.33,410.1,392.86,394.26,0,6778400,3287352
2016/3/16,392.06,403.2,392.05,402.35,0,5371300,3508612
2016/3/17,403.62,418.42,399.13,417.45,0,7520600,3613926
2016/3/18,417.57,431.31,415.83,428.86,0,7122900,3767514
2016/3/21,428.65,446,428.65,434.29,0,9188300,3987452
2016/3/22,435.58,437.67,424.2,427.69,0,6988400,3892916
2016/3/23,426.23,433.59,418.7,418.91,0,7063900,3892434
2016/3/24,417.86,417.88,397.17,397.24,0,6978300,3756714
2016/3/25,392.03,400.49,391.22,398.95,0,4973600,4004130
2016/3/28,399.52,405.09,382.87,383.64,0,7107500,4006784
2016/3/29,385.5,388.88,376.55,384.08,0,5870200,4070214
2016/3/30,384.58,391.97,379.3,384.54,0,6565400,4087014
2016/3/31,384.46,389.63,376.5,383.76,0,5089700,3830334
2016/4/1,384.77,394.3,384.38,389.3,0,4731800,3820934
2016/4/5,391.5,391.5,375.41,385.23,0,3646900,4088568
2016/4/6,384.78,387.61,372.44,378.05,0,3796600,4331782
2016/4/7,378.1,382.67,376.7,380.24,0,3254500,4455722
2016/4/8,378.96,382.04,376.17,379.49,0,3018200,4433672
2016/4/11,379.78,395.82,379.78,389.95,0,5139100,5068162
2016/4/12,391.9,411.21,391.46,411.15,0,6020800,5102980
2016/4/13,415.62,425.94,413.53,419.69,0,6517900,4845092
2016/4/14,420.03,432.75,415.54,417.97,0,6625000,4712756
2016/4/15,417.15,419.92,404.99,407.72,0,7123400,4360596
2016/4/18,406.45,434.24,406.45,424.36,0,6493600,4350798
2016/4/19,425.55,433.64,422.53,432.37,0,6902600,4070204
2016/4/20,433.89,453.33,433.89,453.08,0,7409900,3841566
2016/4/21,455.53,472.1,447.54,471.88,0,6959400,3295218
2016/4/22,478.11,490.17,456.86,470.81,0,6955000,3133232
2016/4/25,465.36,482.01,457.29,468.12,0,5263600,3251714
2016/4/26,466.24,469.09,447.36,447.58,0,3503100,3392588
2016/4/27,465.89,465.89,429.03,431.45,0,2555100,3347862
2016/4/28,432.32,443.22,421.13,442.42,0,2525500,3351782
2016/4/29,444.77,458.35,443.19,458.31,0,1911300,3141142
2016/5/3,458.37,458.39,427.49,438.07,0,1643300,3168130
2016/5/4,434.18,434.18,424.99,430.76,0,1898400,3408962
2016/5/5,431.48,434.73,406.81,409.12,0,2296000,3519912
2016/5/6,410.75,416.22,404.98,414.25,0,2430800,3593964
2016/5/9,415.35,421.56,384.56,384.56,0,2808700,3856924
2016/5/10,380.77,386.52,375.89,382.06,0,2259200,3545698
2016/5/11,384.62,389.26,373.79,381.48,0,2240700,3623184
2016/5/12,383.1,384.95,369.64,369.8,0,1760200,3955626
2016/5/13,368.94,371.55,357.32,359.3,0,2273900,4165182
2016/5/16,359.73,368.49,359.73,362.78,0,1842000,4106936
2016/5/17,364.18,382.57,361.43,380.6,0,1892800,3871200
2016/5/18,379.16,385.75,362.89,366.68,0,2538800,3652088
2016/5/19,365.93,371.85,358.13,361.49,0,1919600,3739300
2016/5/20,359.11,372.93,357.57,369.7,0,1960500,3793518
2016/5/23,369.98,369.98,344.32,347.45,0,2467100,3712496
2016/5/24,347.82,347.96,339.3,344.82,0,1582500,3734176
2016/5/25,346.77,349.26,335.01,336.57,0,1745700,3827222
2016/5/26,337.5,342.27,332.59,339.57,0,2285400,3825656
2016/5/27,340.34,348.53,330.11,344.38,0,3358300,3692622
2016/5/30,344.08,344.08,332.29,341.63,0,2476700,3634952
2016/5/31,342.53,347.3,338.01,338.56,0,2057600,3753298
2016/6/1,338.65,342.5,335.14,342.41,0,1583300,3782818
2016/6/2,339.32,344.56,336.77,337.86,0,1343700,3889496
2016/6/3,338.06,345.95,337.32,341.33,0,1186900,3831698
2016/6/6,344.05,360.12,343.01,359.75,0,1910000,3807234
2016/6/7,360.1,366.81,357.16,361.84,0,1493600,3572974
2016/6/8,361.57,366.18,354.62,358.62,0,1405700,3285944
2016/6/13,357.38,371.63,355.51,365.3,0,1479700,3378686
2016/6/14,364.52,369.01,348.13,348.62,0,1785500,3215450
2016/6/15,349.39,354.71,348.08,352.57,0,1046500,3219732
2016/6/16,354.78,363.95,352.61,358.33,0,1288200,3227168
2016/6/17,357.67,364.89,353.47,364.54,0,1365900,3128568
2016/6/20,365.47,366.43,360.32,361.83,0,1164400,3139140
2016/6/21,360.86,370.86,360.86,366.05,0,1189300,3253308
2016/6/22,365.94,379.73,364.17,378.32,0,1745100,3372226
2016/6/23,378.68,383.44,376.6,379.52,0,1259400,3428988
2016/6/24,380.51,385.27,372.9,376.54,0,1642800,3358892
2016/6/27,377.97,402.38,377.97,402.37,0,1944900,3526638
2016/6/28,403.31,413.85,398.58,410.06,0,1946500,3398012
2016/6/29,410.2,415.16,403.88,410.05,0,1570200,3317842
2016/6/30,408.56,422.08,407.59,419.51,0,1965000,3236720
2016/7/1,419.78,422.1,403.86,411.87,0,1851900,3033644
2016/7/4,411.16,428.86,411.16,427.89,0,2255400,2802732
2016/7/5,428.96,437.19,413.42,430.57,0,2574800,2658152
2016/7/6,428.15,428.15,411.49,417.15,0,2526800,2721108
2016/7/7,413.95,427.54,408.9,415.75,0,2297200,2841432
2016/7/8,415.49,420.32,405.26,419.14,0,2314600,3225260
2016/7/11,420.45,421.47,407.83,417.95,0,1807500,3123226
2016/7/12,420.3,440.92,416.32,440.51,0,2315100,3527088
2016/7/13,442.62,452.66,437.24,443.97,0,2113800,3447522
2016/7/14,445.57,451.44,438.49,450.62,0,1638000,3464468
2016/7/15,446.88,450.21,440.72,447.6,0,1411000,3437752
2016/7/18,447.37,447.37,416.85,416.86,0,2105400,3493986
2016/7/19,417.24,420.03,405.41,409.72,0,1633800,3261610
2016/7/20,409.53,413.39,405.06,409.21,0,1203700,3245918
2016/7/21,408.66,433.11,404.03,431.91,0,1876000,3213752
2016/7/22,430.71,433.6,410.98,412.94,0,2045300,3133454
2016/7/25,412.66,428.25,411.47,425.28,0,1801600,3098558
2016/7/26,424.97,428.58,417.67,428.25,0,1496400,3166336
2016/7/27,429.44,448.26,428.46,448.26,0,2396200,2979402
2016/7/28,450.6,456.15,444,455.09,0,1987000,3051654
2016/7/29,456.81,457.87,440.08,442.55,0,1937200,3014392
2016/8/1,441.77,467.56,441.77,466.33,0,2289300,2923464
2016/8/2,464.74,468.63,459.1,465.47,0,1511900,3036794
2016/8/3,466.46,466.53,458.5,463.26,0,1273300,3050606
2016/8/4,462.62,463.81,442.98,451.23,0,1931300,3138020
2016/8/5,451.38,472.93,450.59,470.11,0,2256800,3111622
2016/8/8,468.96,479.59,468.71,478.51,0,1601400,3311426
2016/8/9,478.47,485.24,468.35,475.79,0,1870400,3205890
2016/8/10,474.55,478.16,460.08,464.76,0,2188300,3244846
2016/8/11,462.89,466.43,447.75,450.78,0,2120000,3388868
2016/8/12,448.64,452.14,443.8,447.42,0,1617600,3311222
2016/8/15,443.07,443.07,427.21,434.22,0,2262800,3361608
2016/8/16,434.54,449.49,431.67,445.78,0,2028900,3555238
2016/8/17,444.61,451.48,432.22,432.86,0,1953300,3542794
2016/8/18,433.48,445.65,429.55,441.19,0,2175700,3585440
2016/8/19,440.72,449.11,434.17,447.14,0,1928700,3585488
2016/8/22,446.51,450.68,442.4,444.86,0,1611500,3641614
2016/8/23,444.41,457.82,442.47,456.44,0,1626300,3773532
2016/8/24,456.88,460.64,451.92,456.09,0,1401400,3700106
2016/8/25,456.01,458.14,429.35,441.87,0,2656300,3658996
2016/8/26,441.89,442.78,430.42,430.72,0,2010000,3568418
2016/8/29,430.2,430.2,418.75,420.21,0,2257600,3513672
2016/8/30,421.82,424.93,413.29,416.54,0,1904500,3700264
2016/8/31,418.33,419.48,408.53,410.32,0,2023600,3600024
2016/9/1,409.8,416.62,405.57,414.65,0,1764400,3588702
2016/9/2,414.68,428.59,413.19,416.48,0,2200800,3461978
2016/9/5,417.42,425.33,413.69,415.66,0,2040400,3505942
2016/9/6,416.59,426.94,414.62,421.03,0,1912600,3604054
2016/9/7,421.12,422.33,403.53,404.46,0,2412100,3883636
2016/9/8,404.15,408.55,399.27,405.02,0,1768200,3901270
2016/9/9,404.16,406.47,398.59,405.05,0,1417600,3860374
2016/9/12,405.43,408.42,393.31,394.68,0,1933100,3830974
2016/9/13,405.47,405.47,385.21,390,0,1649400,3903058
2016/9/14,390.61,392.27,386.84,389.61,0,1156600,3897716
2016/9/19,382.61,390.65,382.61,389.43,0,1057400,4037058
2016/9/20,388.8,398.09,388.52,393.26,0,1518100,3978802
2016/9/21,393.27,396.5,390.61,394.36,0,1155100,4003754
2016/9/22,394.37,415.13,393.92,403.17,0,2280800,3766392
2016/9/23,405.46,409.59,403.08,408.72,0,1328600,3646508
2016/9/26,408.65,414.39,403.07,406.26,0,1646700,3585100
2016/9/27,406.38,406.74,396.2,400.66,0,1387500,3636738
2016/9/28,400.16,407.57,397.92,407.41,0,1214600,3617666
2016/9/29,407.71,420.13,406.22,407.63,0,1815800,3309958
2016/9/30,407.24,408.8,396.3,398.2,0,1131000,3176552
2016/10/10,398.62,406.72,391.59,406.24,0,1311100,3245694
2016/10/11,407.82,415.6,405.93,415.6,0,1587700,3397458
2016/10/12,415.68,422.67,411.84,420.89,0,1696500,3431810
2016/10/13,420.88,421.97,415.73,419.83,0,1323400,3354886
2016/10/14,419.53,437.38,416.79,430.63,0,1868600,3374050
2016/10/17,428.75,438.4,428.75,434.38,0,1537800,3324884
2016/10/18,433.21,433.93,424.3,430.03,0,1426700,3345988
2016/10/19,431.27,442.18,424.99,428.37,0,2203000,3280906
2016/10/20,430.38,438.75,427.76,435.06,0,1663100,3327466
2016/10/21,436.16,438.71,426.78,435.36,0,1420800,3292862
2016/10/24,433.94,445.11,428.63,443.99,0,1749000,3327068
2016/10/25,444.47,462.23,444.08,462.17,0,1699500,3333300
2016/10/26,466.43,476.1,453.95,462.68,0,2324700,3234402
2016/10/27,463.27,472.78,455.06,467.79,0,2131300,3095090
2016/10/28,467.96,485.96,463.92,482.68,0,2179000,3149288
2016/10/31,481.47,491.36,480.14,490.98,0,1932900,3083734
2016/11/1,491.79,496.39,481.81,490.91,0,1784700,3049956
2016/11/2,491.64,496.34,477.7,479.74,0,2003900,2970682
2016/11/3,479.78,488.19,476.31,488.19,0,1531300,3249526
2016/11/4,487.35,496.25,483.91,487.84,0,2137400,3105152
2016/11/7,487.42,492.61,484.25,488.09,0,1478942,3116134